First_Name,Last_Name,Full_Name,GPA,Major,Relevant_Courses,Skills,Certifications,Previous_Experience,Preferred_Industry,Extracurriculars,Predicted_Job_Role
Amelia,Thomas,Amelia Thomas,3.56,Software Engineering,"['Cloud Computing', 'Software Development']","['SQL', 'C++', 'Java']",['Certified Ethical Hacker'],3,Government,"['Finance Club', 'Student Government']",Software Engineering Intern
James,Hernandez,James Hernandez,2.54,Data Analytics,"['Python for Data Science', 'Big Data']","['Cloud Computing', 'C++', 'Data Analysis']",['Google Data Analytics'],3,Government,"['Finance Club', 'Coding Club']",Data Analyst Intern
Harper,Moore,Harper Moore,3.23,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Cloud Computing', 'Python', 'Network Security']",['Google Data Analytics'],1,Education,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,3.53,Software Engineering,"['Databases', 'Cloud Computing']","['SQL', 'Java', 'Risk Management']",['AWS Certified'],1,Education,"['Student Government', 'Coding Club']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,2.77,Business Analytics,"['SQL', 'Data Analytics']","['Risk Management', 'Data Analysis', 'Machine Learning']",['AWS Certified'],1,Government,"['Research Assistant', 'Student Government']",Data Analyst Intern
Benjamin,Thompson,Benjamin Thompson,2.82,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Java', 'C++', 'SQL']",['Certified Ethical Hacker'],0,Government,"['Hackathons', 'Finance Club']",Software Engineering Intern
Abigail,White,Abigail White,3.04,Finance,"['Risk Management', 'Financial Modeling']","['Machine Learning', 'Risk Management', 'C++']",['PMP'],0,Education,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Liam,Smith,Liam Smith,3.65,Data Analytics,"['Python for Data Science', 'Data Visualization']","['Network Security', 'Java', 'Financial Analysis']",['CFA Level 1'],2,Finance,"['Coding Club', 'Student Government']",Cybersecurity Intern
Emma,Johnson,Emma Johnson,2.92,Data Analytics,"['Python for Data Science', 'Big Data']","['Python', 'Network Security', 'Cloud Computing']",['PMP'],2,Tech,"['Student Government', 'Coding Club']",Cybersecurity Intern
Noah,Brown,Noah Brown,3.03,Data Analytics,"['Python for Data Science', 'Big Data']","['Financial Analysis', 'C++', 'SQL']",['PMP'],3,Education,"['Student Government', 'Research Assistant']",Financial Analyst Intern
Olivia,Williams,Olivia Williams,2.56,Computer Science,"['Machine Learning', 'Operating Systems']","['C++', 'Java', 'Machine Learning']",['Google Data Analytics'],0,Finance,"['Hackathons', 'Finance Club']",Data Analyst Intern
Aiden,Jones,Aiden Jones,2.7,Data Analytics,"['Data Visualization', 'Big Data']","['Cloud Computing', 'SQL', 'Python']",['Google Data Analytics'],3,Tech,"['Hackathons', 'Student Government']",Software Engineering Intern
Sophia,Miller,Sophia Miller,3.39,Software Engineering,"['Databases', 'Cloud Computing']","['Java', 'Machine Learning', 'Data Analysis']",['Certified Ethical Hacker'],3,Finance,"['Coding Club', 'Research Assistant']",Data Analyst Intern
Jackson,Davis,Jackson Davis,2.64,Business Analytics,"['Data Analytics', 'Business Intelligence']","['Data Analysis', 'C++', 'Risk Management']",['Certified Ethical Hacker'],3,Finance,"['Finance Club', 'Hackathons']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.31,Finance,"['Accounting', 'Investment Analysis']","['SQL', 'Machine Learning', 'Cloud Computing']",['AWS Certified'],1,Education,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,2.95,Software Engineering,"['Databases', 'Cloud Computing']","['Python', 'SQL', 'Financial Analysis']",['Certified Ethical Hacker'],0,Education,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Isabella,Wilson,Isabella Wilson,3.88,Computer Science,"['Data Structures', 'Operating Systems']","['SQL', 'Java', 'Financial Analysis']",['PMP'],3,Healthcare,"['Coding Club', 'Finance Club']",Financial Analyst Intern
Mason,Martinez,Mason Martinez,2.81,Data Analytics,"['Python for Data Science', 'Statistics']","['Machine Learning', 'Financial Analysis', 'SQL']",['AWS Certified'],0,Government,"['Hackathons', 'Student Government']",Data Analyst Intern
Mia,Anderson,Mia Anderson,2.87,Computer Science,"['Data Structures', 'Operating Systems']","['Risk Management', 'Cloud Computing', 'C++']",['AWS Certified'],0,Education,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Ethan,Taylor,Ethan Taylor,2.93,Cybersecurity,"['Cryptography', 'Cyber Law']","['Risk Management', 'Machine Learning', 'Network Security']",['AWS Certified'],2,Finance,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,3.72,Software Engineering,"['DevOps', 'Databases']","['Java', 'Data Analysis', 'SQL']",['AWS Certified'],1,Tech,"['Hackathons', 'Finance Club']",Data Analyst Intern
James,Hernandez,James Hernandez,2.82,Data Analytics,"['Python for Data Science', 'Big Data']","['C++', 'Python', 'Cloud Computing']",['Certified Ethical Hacker'],3,Healthcare,"['Hackathons', 'Finance Club']",Software Engineering Intern
Harper,Moore,Harper Moore,2.57,Finance,"['Investment Analysis', 'Risk Management']","['Risk Management', 'C++', 'SQL']",['Certified Ethical Hacker'],3,Tech,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Alexander,Martin,Alexander Martin,3.5,Cybersecurity,"['Network Security', 'Cyber Law']","['Financial Analysis', 'Java', 'C++']",['Certified Ethical Hacker'],0,Tech,"['Finance Club', 'Hackathons']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,3.78,Finance,"['Accounting', 'Investment Analysis']","['Cloud Computing', 'Network Security', 'Financial Analysis']",['AWS Certified'],1,Finance,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
Benjamin,Thompson,Benjamin Thompson,2.97,Business Analytics,"['SQL', 'Business Intelligence']","['SQL', 'Cloud Computing', 'Data Analysis']",['CFA Level 1'],3,Tech,"['Hackathons', 'Finance Club']",Data Analyst Intern
Abigail,White,Abigail White,3.51,Software Engineering,"['Databases', 'DevOps']","['Data Analysis', 'Risk Management', 'Cloud Computing']",['AWS Certified'],2,Education,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Liam,Smith,Liam Smith,2.81,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['Machine Learning', 'Cloud Computing', 'Financial Analysis']",['AWS Certified'],0,Education,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Emma,Johnson,Emma Johnson,2.87,Finance,"['Accounting', 'Risk Management']","['Risk Management', 'C++', 'SQL']",['CFA Level 1'],0,Healthcare,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.92,Data Analytics,"['Data Visualization', 'Statistics']","['Machine Learning', 'SQL', 'Risk Management']",['PMP'],2,Healthcare,"['Hackathons', 'Finance Club']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.05,Business Analytics,"['SQL', 'Data Analytics']","['Data Analysis', 'Network Security', 'C++']",['CFA Level 1'],3,Healthcare,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Aiden,Jones,Aiden Jones,3.81,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['SQL', 'C++', 'Risk Management']",['AWS Certified'],1,Finance,"['Student Government', 'Hackathons']",Financial Analyst Intern
Sophia,Miller,Sophia Miller,3.32,Business Analytics,"['SQL', 'Business Intelligence']","['SQL', 'Python', 'Network Security']",['Google Data Analytics'],2,Tech,"['Research Assistant', 'Finance Club']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.93,Finance,"['Investment Analysis', 'Financial Modeling']","['C++', 'Financial Analysis', 'Machine Learning']",['Certified Ethical Hacker'],0,Government,"['Finance Club', 'Coding Club']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.59,Software Engineering,"['Software Development', 'Cloud Computing']","['Python', 'Data Analysis', 'Network Security']",['CFA Level 1'],3,Healthcare,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
Lucas,Rodriguez,Lucas Rodriguez,3.07,Business Analytics,"['Business Intelligence', 'SQL']","['Machine Learning', 'Java', 'Python']",['CFA Level 1'],0,Government,"['Student Government', 'Coding Club']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,3.43,Business Analytics,"['Predictive Analytics', 'Data Analytics']","['Data Analysis', 'Financial Analysis', 'Machine Learning']",['CFA Level 1'],1,Healthcare,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.62,Software Engineering,"['DevOps', 'Databases']","['Machine Learning', 'Network Security', 'Java']",['PMP'],1,Education,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3.42,Cybersecurity,"['Cyber Law', 'Cryptography']","['Data Analysis', 'SQL', 'Machine Learning']",['Google Data Analytics'],2,Healthcare,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,3.3,Finance,"['Financial Modeling', 'Accounting']","['Java', 'Financial Analysis', 'Cloud Computing']",['Certified Ethical Hacker'],0,Tech,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Amelia,Thomas,Amelia Thomas,3.06,Business Analytics,"['SQL', 'Predictive Analytics']","['Financial Analysis', 'Cloud Computing', 'Java']",['Certified Ethical Hacker'],0,Education,"['Student Government', 'Hackathons']",Financial Analyst Intern
James,Hernandez,James Hernandez,3.17,Business Analytics,"['Data Analytics', 'Business Intelligence']","['Machine Learning', 'Data Analysis', 'Java']",['Google Data Analytics'],0,Healthcare,"['Research Assistant', 'Student Government']",Data Analyst Intern
Harper,Moore,Harper Moore,3.71,Finance,"['Risk Management', 'Investment Analysis']","['Financial Analysis', 'Cloud Computing', 'Network Security']",['Google Data Analytics'],0,Government,"['Coding Club', 'Student Government']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,3.76,Finance,"['Financial Modeling', 'Risk Management']","['Network Security', 'Financial Analysis', 'C++']",['Google Data Analytics'],3,Finance,"['Student Government', 'Research Assistant']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,3.81,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Risk Management', 'Java', 'SQL']",['CFA Level 1'],3,Education,"['Student Government', 'Finance Club']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,2.8,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Python', 'Financial Analysis', 'Cloud Computing']",['Certified Ethical Hacker'],3,Tech,"['Research Assistant', 'Hackathons']",Financial Analyst Intern
Abigail,White,Abigail White,3.41,Cybersecurity,"['Network Security', 'Cyber Law']","['SQL', 'Financial Analysis', 'Machine Learning']",['AWS Certified'],0,Education,"['Student Government', 'Finance Club']",Data Analyst Intern
Liam,Smith,Liam Smith,3.3,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Financial Analysis', 'Data Analysis', 'Machine Learning']",['AWS Certified'],2,Finance,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Emma,Johnson,Emma Johnson,2.83,Software Engineering,"['DevOps', 'Cloud Computing']","['Data Analysis', 'C++', 'Financial Analysis']",['AWS Certified'],2,Tech,"['Hackathons', 'Finance Club']",Data Analyst Intern
Noah,Brown,Noah Brown,3.5,Business Analytics,"['Predictive Analytics', 'Data Analytics']","['Cloud Computing', 'SQL', 'Java']",['Certified Ethical Hacker'],0,Education,"['Hackathons', 'Coding Club']",Software Engineering Intern
Olivia,Williams,Olivia Williams,3.79,Computer Science,"['Operating Systems', 'Machine Learning']","['Java', 'Risk Management', 'Python']",['PMP'],2,Tech,"['Student Government', 'Coding Club']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.82,Business Analytics,"['Predictive Analytics', 'SQL']","['SQL', 'Financial Analysis', 'C++']",['Certified Ethical Hacker'],1,Government,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Sophia,Miller,Sophia Miller,3.33,Software Engineering,"['DevOps', 'Cloud Computing']","['C++', 'Java', 'Risk Management']",['Google Data Analytics'],0,Tech,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Jackson,Davis,Jackson Davis,3.82,Finance,"['Financial Modeling', 'Accounting']","['Machine Learning', 'Data Analysis', 'Financial Analysis']",['AWS Certified'],0,Government,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Ava,Garcia,Ava Garcia,2.59,Data Analytics,"['Big Data', 'Python for Data Science']","['Network Security', 'C++', 'Financial Analysis']",['Certified Ethical Hacker'],1,Government,"['Student Government', 'Coding Club']",Cybersecurity Intern
Lucas,Rodriguez,Lucas Rodriguez,2.99,Business Analytics,"['SQL', 'Business Intelligence']","['C++', 'Data Analysis', 'Risk Management']",['Google Data Analytics'],3,Tech,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,4,Business Analytics,"['SQL', 'Predictive Analytics']","['Network Security', 'Risk Management', 'SQL']",['AWS Certified'],2,Education,"['Coding Club', 'Student Government']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,3.03,Finance,"['Financial Modeling', 'Accounting']","['Network Security', 'Python', 'SQL']",['CFA Level 1'],1,Finance,"['Finance Club', 'Coding Club']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,2.85,Data Analytics,"['Python for Data Science', 'Data Visualization']","['C++', 'Machine Learning', 'Risk Management']",['CFA Level 1'],0,Government,"['Student Government', 'Coding Club']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,3.69,Data Analytics,"['Big Data', 'Python for Data Science']","['Java', 'Risk Management', 'Financial Analysis']",['CFA Level 1'],2,Tech,"['Coding Club', 'Student Government']",Financial Analyst Intern
Amelia,Thomas,Amelia Thomas,3.06,Software Engineering,"['Databases', 'DevOps']","['Cloud Computing', 'Machine Learning', 'Java']",['Certified Ethical Hacker'],1,Education,"['Hackathons', 'Student Government']",Data Analyst Intern
James,Hernandez,James Hernandez,2.73,Data Analytics,"['Python for Data Science', 'Statistics']","['Cloud Computing', 'Risk Management', 'Python']",['Certified Ethical Hacker'],2,Finance,"['Student Government', 'Hackathons']",Financial Analyst Intern
Harper,Moore,Harper Moore,3.46,Business Analytics,"['Data Analytics', 'SQL']","['Java', 'Cloud Computing', 'Network Security']",['Certified Ethical Hacker'],0,Healthcare,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,3.87,Software Engineering,"['Databases', 'Software Development']","['Network Security', 'Data Analysis', 'Risk Management']",['PMP'],1,Finance,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,3.86,Software Engineering,"['Cloud Computing', 'Databases']","['Data Analysis', 'Financial Analysis', 'Risk Management']",['Certified Ethical Hacker'],2,Education,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.43,Data Analytics,"['Statistics', 'Big Data']","['Data Analysis', 'Risk Management', 'Cloud Computing']",['AWS Certified'],0,Education,"['Hackathons', 'Coding Club']",Data Analyst Intern
Abigail,White,Abigail White,2.72,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['Data Analysis', 'C++', 'Financial Analysis']",['Google Data Analytics'],1,Finance,"['Student Government', 'Coding Club']",Data Analyst Intern
Liam,Smith,Liam Smith,3.12,Finance,"['Risk Management', 'Accounting']","['Data Analysis', 'Python', 'Risk Management']",['PMP'],0,Government,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.94,Cybersecurity,"['Network Security', 'Cryptography']","['Machine Learning', 'Risk Management', 'Python']",['PMP'],2,Tech,"['Coding Club', 'Research Assistant']",Data Analyst Intern
Noah,Brown,Noah Brown,3.76,Cybersecurity,"['Network Security', 'Cryptography']","['Java', 'Machine Learning', 'C++']",['PMP'],0,Healthcare,"['Finance Club', 'Hackathons']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.36,Finance,"['Financial Modeling', 'Investment Analysis']","['Financial Analysis', 'Java', 'Python']",['PMP'],1,Government,"['Student Government', 'Coding Club']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.03,Computer Science,"['Machine Learning', 'Data Structures']","['Data Analysis', 'SQL', 'Risk Management']",['Certified Ethical Hacker'],3,Government,"['Finance Club', 'Student Government']",Data Analyst Intern
Sophia,Miller,Sophia Miller,2.71,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['Data Analysis', 'Network Security', 'Cloud Computing']",['Certified Ethical Hacker'],2,Healthcare,"['Finance Club', 'Coding Club']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.09,Finance,"['Accounting', 'Investment Analysis']","['Cloud Computing', 'Python', 'Machine Learning']",['PMP'],0,Government,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.34,Finance,"['Risk Management', 'Financial Modeling']","['Cloud Computing', 'Risk Management', 'Python']",['PMP'],0,Government,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.59,Data Analytics,"['Statistics', 'Big Data']","['Data Analysis', 'Network Security', 'Java']",['AWS Certified'],1,Tech,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,3.27,Software Engineering,"['Cloud Computing', 'Databases']","['Data Analysis', 'Network Security', 'SQL']",['AWS Certified'],1,Tech,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,2.87,Data Analytics,"['Statistics', 'Data Visualization']","['Cloud Computing', 'C++', 'SQL']",['Certified Ethical Hacker'],1,Education,"['Finance Club', 'Hackathons']",Software Engineering Intern
Mia,Anderson,Mia Anderson,2.66,Software Engineering,"['Databases', 'Software Development']","['Python', 'SQL', 'Network Security']",['Google Data Analytics'],1,Government,"['Research Assistant', 'Finance Club']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.19,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Network Security', 'Risk Management', 'Financial Analysis']",['CFA Level 1'],1,Government,"['Hackathons', 'Finance Club']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,3.54,Finance,"['Investment Analysis', 'Financial Modeling']","['Data Analysis', 'Network Security', 'C++']",['Google Data Analytics'],3,Government,"['Coding Club', 'Finance Club']",Cybersecurity Intern
James,Hernandez,James Hernandez,2.63,Software Engineering,"['DevOps', 'Databases']","['Cloud Computing', 'Risk Management', 'Financial Analysis']",['Google Data Analytics'],3,Government,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Harper,Moore,Harper Moore,3.66,Data Analytics,"['Data Visualization', 'Statistics']","['Machine Learning', 'Cloud Computing', 'C++']",['CFA Level 1'],0,Education,"['Research Assistant', 'Student Government']",Data Analyst Intern
Alexander,Martin,Alexander Martin,2.58,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Python', 'Risk Management', 'Java']",['Certified Ethical Hacker'],1,Education,"['Hackathons', 'Student Government']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,3.76,Data Analytics,"['Statistics', 'Big Data']","['Cloud Computing', 'Risk Management', 'Java']",['Google Data Analytics'],3,Finance,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.49,Software Engineering,"['Software Development', 'Databases']","['Financial Analysis', 'C++', 'Network Security']",['Certified Ethical Hacker'],1,Tech,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Abigail,White,Abigail White,3.69,Computer Science,"['Data Structures', 'Operating Systems']","['SQL', 'C++', 'Risk Management']",['Certified Ethical Hacker'],0,Tech,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Liam,Smith,Liam Smith,2.64,Business Analytics,"['Data Analytics', 'Business Intelligence']","['Python', 'Data Analysis', 'SQL']",['AWS Certified'],0,Finance,"['Hackathons', 'Student Government']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.7,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Java', 'Risk Management', 'Cloud Computing']",['AWS Certified'],0,Healthcare,"['Student Government', 'Research Assistant']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.2,Finance,"['Accounting', 'Financial Modeling']","['Python', 'Network Security', 'SQL']",['AWS Certified'],1,Healthcare,"['Student Government', 'Finance Club']",Cybersecurity Intern
Olivia,Williams,Olivia Williams,2.64,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['Java', 'Risk Management', 'Python']",['AWS Certified'],2,Tech,"['Student Government', 'Hackathons']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.96,Business Analytics,"['SQL', 'Predictive Analytics']","['Machine Learning', 'Financial Analysis', 'Data Analysis']",['Certified Ethical Hacker'],1,Tech,"['Coding Club', 'Research Assistant']",Data Analyst Intern
Sophia,Miller,Sophia Miller,2.52,Cybersecurity,"['Cryptography', 'Ethical Hacking']","['Java', 'Risk Management', 'Machine Learning']",['PMP'],1,Finance,"['Student Government', 'Coding Club']",Data Analyst Intern
Jackson,Davis,Jackson Davis,3.54,Business Analytics,"['Business Intelligence', 'Data Analytics']","['Network Security', 'Data Analysis', 'Python']",['AWS Certified'],0,Healthcare,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Ava,Garcia,Ava Garcia,2.77,Data Analytics,"['Statistics', 'Python for Data Science']","['Financial Analysis', 'Java', 'Risk Management']",['CFA Level 1'],0,Finance,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.55,Data Analytics,"['Statistics', 'Big Data']","['Risk Management', 'Data Analysis', 'C++']",['CFA Level 1'],1,Tech,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,2.73,Software Engineering,"['Software Development', 'Cloud Computing']","['Risk Management', 'Machine Learning', 'Network Security']",['Google Data Analytics'],0,Education,"['Hackathons', 'Finance Club']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,3.19,Cybersecurity,"['Cryptography', 'Ethical Hacking']","['Data Analysis', 'Network Security', 'Python']",['Certified Ethical Hacker'],2,Tech,"['Student Government', 'Coding Club']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3.56,Data Analytics,"['Python for Data Science', 'Big Data']","['Machine Learning', 'Risk Management', 'C++']",['Google Data Analytics'],0,Finance,"['Research Assistant', 'Student Government']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,3.58,Computer Science,"['Machine Learning', 'Algorithms']","['Cloud Computing', 'Financial Analysis', 'Network Security']",['AWS Certified'],2,Finance,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,2.55,Finance,"['Risk Management', 'Investment Analysis']","['Java', 'Data Analysis', 'Python']",['AWS Certified'],3,Finance,"['Student Government', 'Research Assistant']",Data Analyst Intern
James,Hernandez,James Hernandez,3.81,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['C++', 'SQL', 'Python']",['CFA Level 1'],1,Finance,"['Student Government', 'Hackathons']",Software Engineering Intern
Harper,Moore,Harper Moore,2.54,Cybersecurity,"['Network Security', 'Ethical Hacking']","['Data Analysis', 'Financial Analysis', 'Java']",['CFA Level 1'],1,Finance,"['Hackathons', 'Student Government']",Data Analyst Intern
Alexander,Martin,Alexander Martin,3.06,Cybersecurity,"['Cryptography', 'Ethical Hacking']","['SQL', 'Financial Analysis', 'Risk Management']",['PMP'],3,Tech,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,3.75,Software Engineering,"['Cloud Computing', 'DevOps']","['SQL', 'Data Analysis', 'Java']",['PMP'],2,Tech,"['Coding Club', 'Finance Club']",Data Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.08,Computer Science,"['Algorithms', 'Machine Learning']","['C++', 'Financial Analysis', 'Cloud Computing']",['Google Data Analytics'],3,Government,"['Student Government', 'Research Assistant']",Financial Analyst Intern
Abigail,White,Abigail White,3.44,Software Engineering,"['Software Development', 'DevOps']","['SQL', 'Financial Analysis', 'Python']",['PMP'],0,Education,"['Hackathons', 'Finance Club']",Financial Analyst Intern
Liam,Smith,Liam Smith,3.37,Data Analytics,"['Statistics', 'Python for Data Science']","['Python', 'Risk Management', 'SQL']",['Google Data Analytics'],1,Education,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Emma,Johnson,Emma Johnson,2.99,Computer Science,"['Algorithms', 'Data Structures']","['SQL', 'Financial Analysis', 'Network Security']",['CFA Level 1'],1,Healthcare,"['Student Government', 'Coding Club']",Cybersecurity Intern
Noah,Brown,Noah Brown,3.18,Business Analytics,"['SQL', 'Predictive Analytics']","['SQL', 'Python', 'Network Security']",['PMP'],3,Tech,"['Student Government', 'Hackathons']",Cybersecurity Intern
Olivia,Williams,Olivia Williams,2.65,Finance,"['Accounting', 'Financial Modeling']","['Python', 'SQL', 'Financial Analysis']",['Google Data Analytics'],0,Government,"['Research Assistant', 'Hackathons']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.48,Data Analytics,"['Data Visualization', 'Statistics']","['Data Analysis', 'Python', 'Financial Analysis']",['PMP'],2,Finance,"['Student Government', 'Hackathons']",Data Analyst Intern
Sophia,Miller,Sophia Miller,2.57,Computer Science,"['Algorithms', 'Operating Systems']","['Data Analysis', 'Cloud Computing', 'Python']",['Certified Ethical Hacker'],3,Government,"['Hackathons', 'Student Government']",Data Analyst Intern
Jackson,Davis,Jackson Davis,3.04,Finance,"['Investment Analysis', 'Financial Modeling']","['C++', 'Risk Management', 'Data Analysis']",['CFA Level 1'],1,Tech,"['Student Government', 'Research Assistant']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.73,Finance,"['Investment Analysis', 'Accounting']","['Financial Analysis', 'Cloud Computing', 'Machine Learning']",['PMP'],3,Government,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.67,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['Java', 'C++', 'Python']",['CFA Level 1'],0,Tech,"['Coding Club', 'Finance Club']",Software Engineering Intern
Isabella,Wilson,Isabella Wilson,2.65,Computer Science,"['Algorithms', 'Operating Systems']","['Machine Learning', 'Cloud Computing', 'Network Security']",['Google Data Analytics'],2,Government,"['Student Government', 'Finance Club']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,3.85,Computer Science,"['Algorithms', 'Operating Systems']","['Financial Analysis', 'C++', 'Java']",['AWS Certified'],3,Government,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Mia,Anderson,Mia Anderson,3.03,Data Analytics,"['Python for Data Science', 'Statistics']","['Cloud Computing', 'Machine Learning', 'Network Security']",['PMP'],0,Finance,"['Research Assistant', 'Student Government']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.2,Computer Science,"['Data Structures', 'Operating Systems']","['Machine Learning', 'Financial Analysis', 'Cloud Computing']",['AWS Certified'],2,Healthcare,"['Research Assistant', 'Student Government']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.2,Business Analytics,"['Predictive Analytics', 'SQL']","['Python', 'Network Security', 'Java']",['AWS Certified'],0,Healthcare,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
James,Hernandez,James Hernandez,2.75,Cybersecurity,"['Network Security', 'Ethical Hacking']","['Cloud Computing', 'Data Analysis', 'Financial Analysis']",['PMP'],0,Tech,"['Student Government', 'Research Assistant']",Data Analyst Intern
Harper,Moore,Harper Moore,3.82,Business Analytics,"['Predictive Analytics', 'Business Intelligence']","['Network Security', 'Data Analysis', 'Python']",['CFA Level 1'],1,Healthcare,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,2.55,Business Analytics,"['Data Analytics', 'Business Intelligence']","['SQL', 'Financial Analysis', 'Risk Management']",['PMP'],1,Healthcare,"['Finance Club', 'Hackathons']",Financial Analyst Intern
